docID,WC,Analytic,Clout,Authentic,Tone,WPS,BigWords,Dic,Linguistic,function,pronoun,ppron,i,we,you,shehe,they,ipron,det,article,number,prep,auxverb,adverb,conj,negate,verb,adj,quantity,Drives,affiliation,achieve,power,Cognition,allnone,cogproc,insight,cause,discrep,tentat,certitude,differ,memory,Affect,tone_pos,tone_neg,emotion,emo_pos,emo_neg,emo_anx,emo_anger,emo_sad,swear,Social,socbehav,prosocial,polite,conflict,moral,comm,socrefs,family,friend,female,male,Culture,politic,ethnicity,tech,Lifestyle,leisure,home,work,money,relig,Physical,health,illness,wellness,mental,substances,sexual,food,death,need,want,acquire,lack,fulfill,fatigue,reward,risk,curiosity,allure,Perception,attention,motion,space,visual,auditory,feeling,time,focuspast,focuspresent,focusfuture,Conversation,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,QMark,Exclam,Apostro,OtherP
4602,12,26.1,40.06,1,20.23,12,25,75,58.33,58.33,16.67,16.67,8.33,0,0,8.33,0,0,8.33,8.33,0,8.33,8.33,0,16.67,0,8.33,0,0,8.33,0,8.33,0,8.33,0,8.33,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33,0,0,0,0,0,0,8.33,0,0,0,8.33,16.67,8.33,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33,0,0,0,0,0,0,0,0,0,8.33,0,0,0,0,0,0,0,8.33,8.33,0,0,0,0,0
4603,17,3.11,1,12.44,1,8.5,17.65,88.24,76.47,58.82,5.88,0,0,0,0,0,0,5.88,11.76,5.88,0,5.88,11.76,0,17.65,17.65,17.65,11.76,0,0,0,0,0,35.29,11.76,17.65,0,5.88,5.88,0,0,5.88,0,23.53,0,23.53,5.88,5.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.76,0,17.65,11.76,0,0,11.76,0,0,0,0,0,5.88,0,0,0,0,0,0,11.76,11.76,0,0,0,0,0
4604,17,3.11,40.06,1.39,99,17,11.76,76.47,70.59,58.82,11.76,11.76,5.88,0,0,5.88,0,0,11.76,5.88,5.88,0,11.76,0,23.53,0,17.65,11.76,5.88,0,0,0,0,11.76,0,11.76,5.88,5.88,0,0,0,0,0,11.76,11.76,0,5.88,5.88,0,0,0,0,0,11.76,5.88,0,0,0,5.88,0,5.88,0,0,5.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.88,0,0,0,0,0,0,0,0,17.65,0,0,0,0,0,0,0,5.88,0,0,5.88,0,0,0
4605,46,14.64,10.88,4.38,1,15.33,26.09,76.09,71.74,54.35,10.87,4.35,2.17,0,0,0,2.17,6.52,13.04,10.87,0,2.17,13.04,4.35,13.04,2.17,21.74,6.52,2.17,2.17,0,0,2.17,30.43,6.52,23.91,4.35,6.52,8.7,0,0,4.35,0,4.35,0,4.35,0,0,0,0,0,0,0,4.35,2.17,0,0,2.17,0,0,2.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.35,0,0,0,0,0,0,0,4.35,0,0,0,0,0,0,0,0,0,6.52,8.7,0,0,2.17,0,0,6.52,4.35,6.52,2.17,0,2.17,0,2.17,0,0,8.7,6.52,0,0,0,2.17,0
4606,58,16.68,40.06,4.25,46.24,14.5,8.62,82.76,74.14,60.34,17.24,15.52,6.9,0,0,6.9,1.72,1.72,10.34,3.45,3.45,12.07,3.45,10.34,13.79,0,18.97,1.72,3.45,1.72,0,1.72,0,24.14,0,24.14,8.62,12.07,3.45,1.72,0,1.72,0,1.72,1.72,0,0,0,0,0,0,0,0,8.62,0,0,0,0,0,0,8.62,0,0,0,6.9,0,0,0,0,1.72,0,0,1.72,0,0,0,0,0,0,0,0,0,0,0,3.45,3.45,0,0,0,0,0,0,0,8.62,1.72,0,1.72,0,0,0,0,0,6.9,0,0,0,0,0,0,0,6.9,3.45,0,0,3.45,0,0
4607,13,89.52,7.93,30.98,20.23,13,15.38,61.54,61.54,61.54,7.69,7.69,0,0,0,0,7.69,0,15.38,15.38,0,15.38,7.69,0,7.69,7.69,7.69,0,0,0,0,0,0,23.08,0,23.08,0,7.69,7.69,0,0,7.69,0,0,0,0,0,0,0,0,0,0,0,7.69,0,0,0,0,0,0,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.38,0,0,15.38,0,0,0,0,0,7.69,0,0,0,0,0,0,7.69,7.69,0,0,0,0,0
4608,10,69.05,1,98.38,20.23,10,10,80,70,70,30,20,20,0,0,0,0,10,10,0,0,30,0,0,10,0,0,0,0,0,0,0,0,20,0,20,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0
4609,16,43.4,1.71,54.55,96.74,16,12.5,68.75,62.5,43.75,0,0,0,0,0,0,0,0,6.25,6.25,0,6.25,6.25,6.25,12.5,6.25,18.75,6.25,0,0,0,0,0,25,0,25,0,12.5,6.25,0,0,6.25,0,6.25,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,18.75,0,0,18.75,0,0,0,0,0,0,0,0,0,0,0,0,6.25,6.25,0,0,0,0,0
4610,29,89.52,90.41,99,74.09,29,10.34,96.55,72.41,58.62,10.34,10.34,3.45,0,0,6.9,0,0,10.34,6.9,3.45,20.69,6.9,0,10.34,0,17.24,6.9,3.45,3.45,3.45,3.45,0,3.45,0,3.45,0,3.45,0,0,0,0,0,3.45,3.45,0,3.45,3.45,0,0,0,0,0,17.24,3.45,0,0,0,0,0,13.79,0,0,10.34,0,0,0,0,0,3.45,3.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.9,24.14,0,13.79,17.24,0,0,0,3.45,6.9,0,3.45,0,0,0,0,0,3.45,3.45,0,0,0,0,0
4611,44,9.2,1.08,79.84,20.23,14.67,11.36,75,65.91,65.91,9.09,9.09,0,0,0,0,9.09,0,11.36,6.82,0,9.09,13.64,9.09,9.09,9.09,11.36,0,2.27,0,0,0,0,29.55,2.27,25,0,0,9.09,6.82,0,13.64,0,0,0,0,0,0,0,0,0,0,0,9.09,0,0,0,0,0,0,9.09,0,0,0,0,0,0,0,0,2.27,0,2.27,0,0,0,2.27,0,0,0,0,0,0,0,0,0,0,0,6.82,0,0,0,0,0,6.82,15.91,0,0,15.91,0,0,0,2.27,4.55,0,0,0,0,0,0,0,11.36,4.55,4.55,2.27,0,0,0
4612,44,92.32,66.75,34.4,3.56,22,22.73,72.73,63.64,47.73,9.09,6.82,2.27,0,0,4.55,0,2.27,13.64,11.36,4.55,13.64,6.82,0,6.82,0,20.45,2.27,4.55,4.55,0,0,4.55,11.36,0,11.36,2.27,4.55,2.27,0,0,0,0,2.27,0,2.27,0,0,0,0,0,0,0,6.82,0,0,0,0,0,0,6.82,0,0,6.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.27,0,0,0,0,0,0,2.27,13.64,0,6.82,6.82,0,0,0,4.55,11.36,0,0,0,0,0,0,0,4.55,2.27,0,0,2.27,0,0
4613,30,84.21,40.06,19.26,1,15,20,83.33,73.33,60,13.33,6.67,3.33,0,0,0,3.33,6.67,20,20,0,10,6.67,3.33,10,0,16.67,0,0,3.33,0,0,3.33,6.67,0,6.67,0,6.67,0,0,0,0,0,6.67,0,6.67,0,0,0,0,0,0,0,10,6.67,0,0,3.33,0,0,3.33,0,0,0,0,0,0,0,0,3.33,0,0,3.33,0,0,3.33,0,0,0,0,0,0,0,3.33,0,0,0,0,0,0,0,0,3.33,6.67,10,0,6.67,3.33,3.33,0,0,0,13.33,0,0,3.33,0,3.33,0,0,6.67,6.67,0,0,0,0,0
4614,58,6.83,50.33,95.69,46.24,58,5.17,81.03,74.14,58.62,12.07,12.07,6.9,0,0,0,5.17,0,8.62,6.9,0,5.17,13.79,12.07,10.34,0,25.86,3.45,1.72,0,0,0,0,18.97,0,18.97,13.79,10.34,1.72,3.45,0,0,0,1.72,1.72,0,0,0,0,0,0,0,0,8.62,0,0,0,0,0,0,8.62,3.45,0,0,1.72,0,0,0,0,0,0,0,0,0,0,1.72,0,0,0,0,0,0,0,0,0,1.72,1.72,0,0,0,0,0,3.45,12.07,8.62,0,1.72,5.17,1.72,0,0,1.72,5.17,0,0,0,0,0,0,0,1.72,1.72,0,0,0,0,0
4615,15,22.17,40.06,99,97.84,15,13.33,93.33,73.33,66.67,26.67,26.67,20,6.67,0,0,0,0,26.67,6.67,0,13.33,0,0,20,0,6.67,6.67,0,13.33,13.33,0,0,0,0,0,0,0,0,0,0,0,0,6.67,6.67,0,0,0,0,0,0,0,0,13.33,0,0,0,0,0,0,13.33,6.67,0,0,6.67,0,0,0,0,6.67,6.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.67,13.33,0,6.67,6.67,0,0,0,0,6.67,0,0,0,0,0,0,0,6.67,6.67,0,0,0,0,0
4616,10,1,40.06,7.03,99,10,0,80,70,50,30,20,10,0,0,10,0,10,10,0,0,0,10,0,10,0,20,10,0,0,0,0,0,20,0,20,10,10,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,20,10,0,0,0,10,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,10,10,0,0,0,0,0
4617,21,1,99,56.69,20.23,21,4.76,95.24,95.24,76.19,28.57,23.81,0,0,14.29,0,9.52,4.76,4.76,0,0,9.52,14.29,19.05,14.29,0,23.81,4.76,0,0,0,0,0,23.81,4.76,19.05,0,9.52,4.76,0,4.76,0,0,0,0,0,0,0,0,0,0,0,0,23.81,0,0,0,0,0,0,23.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.76,0,0,0,0,0,0,14.29,19.05,0,4.76,14.29,0,0,4.76,4.76,0,4.76,4.76,4.76,0,4.76,0,0,4.76,4.76,0,0,0,0,0
4618,16,62.1,11.66,15.38,20.23,16,18.75,87.5,81.25,62.5,18.75,18.75,12.5,0,0,6.25,0,0,6.25,0,0,25,6.25,0,12.5,0,25,0,0,0,0,0,0,25,0,25,0,12.5,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.25,0,0,0,0,0,0,6.25,0,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,12.5,12.5,0,12.5,6.25,0,0,0,0,0,0,0,0,0,0,0,0,6.25,6.25,0,0,0,0,0
4619,13,31.07,1,30.98,20.23,6.5,30.77,76.92,76.92,76.92,15.38,15.38,15.38,0,0,0,0,0,23.08,7.69,0,15.38,0,0,23.08,7.69,0,0,7.69,0,0,0,0,23.08,7.69,15.38,0,15.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.38,15.38,0,0,0,0,0
4620,19,52.34,40.06,93.14,92.27,6.33,5.26,89.47,68.42,57.89,26.32,21.05,10.53,0,0,10.53,0,5.26,10.53,5.26,0,15.79,5.26,0,5.26,0,10.53,5.26,0,0,0,0,0,5.26,0,5.26,0,5.26,0,0,0,0,0,5.26,5.26,0,0,0,0,0,0,0,0,15.79,5.26,0,0,0,5.26,0,10.53,0,0,10.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.53,26.32,0,15.79,10.53,0,0,0,0,10.53,0,0,0,0,0,0,0,15.79,15.79,0,0,0,0,0
4621,40,5.64,26.5,15.38,20.23,5,12.5,72.5,65,60,10,5,0,0,0,0,5,5,17.5,5,2.5,5,12.5,17.5,2.5,5,17.5,7.5,7.5,0,0,0,0,12.5,2.5,10,0,5,5,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,2.5,0,2.5,0,0,0,0,0,0,0,0,12.5,12.5,0,0,12.5,0,0,0,2.5,2.5,12.5,0,0,0,0,0,0,30,20,5,0,0,5,0
4622,28,46.07,61.28,97.09,75.77,7,7.14,96.43,60.71,57.14,14.29,14.29,10.71,0,0,3.57,0,0,10.71,10.71,0,10.71,7.14,10.71,7.14,0,14.29,0,0,0,0,0,0,14.29,0,14.29,7.14,3.57,3.57,0,0,0,0,3.57,3.57,0,3.57,3.57,0,0,0,0,0,25,10.71,0,0,0,0,0,14.29,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.57,0,0,0,0,0,0,7.14,7.14,17.86,0,3.57,14.29,0,0,0,0,3.57,0,0,0,0,0,0,0,14.29,14.29,0,0,0,0,0
4623,48,37.3,1.71,80.79,1,16,16.67,83.33,75,62.5,16.67,8.33,6.25,0,0,0,2.08,8.33,20.83,12.5,0,10.42,8.33,6.25,6.25,6.25,20.83,0,0,0,0,0,0,14.58,0,14.58,6.25,4.17,0,2.08,0,2.08,0,6.25,0,6.25,0,0,0,0,0,0,0,2.08,0,0,0,0,0,0,2.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.08,0,0,0,0,0,0,2.08,0,0,0,2.08,0,0,0,0,0,0,4.17,8.33,0,4.17,4.17,0,0,0,0,4.17,6.25,0,0,0,0,0,0,10.42,6.25,0,0,0,4.17,0
4624,32,5.64,58.66,1.63,20.23,32,15.63,71.88,65.63,43.75,18.75,12.5,6.25,3.13,0,3.13,0,6.25,6.25,3.13,0,0,6.25,3.13,12.5,0,28.13,0,0,3.13,3.13,0,0,28.13,0,28.13,6.25,15.63,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.25,0,0,0,0,0,0,6.25,0,0,0,3.13,0,0,0,0,3.13,3.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.25,6.25,3.13,3.13,0,3.13,0,0,0,9.38,3.13,0,0,0,0,0,0,3.13,3.13,0,0,0,0,0
4625,14,18.12,9.23,99,98.65,14,14.29,85.71,57.14,28.57,28.57,28.57,21.43,7.14,0,0,0,0,0,0,0,0,0,0,0,0,21.43,7.14,0,14.29,14.29,7.14,0,21.43,0,21.43,7.14,14.29,0,0,0,0,0,21.43,14.29,7.14,14.29,7.14,7.14,0,0,7.14,0,21.43,14.29,7.14,7.14,0,0,7.14,7.14,0,0,0,0,0,0,0,0,7.14,7.14,0,0,0,0,7.14,0,0,0,0,0,0,0,7.14,0,0,0,0,7.14,0,0,0,0,0,7.14,0,0,7.14,0,0,0,0,7.14,0,0,0,0,0,0,0,7.14,7.14,0,0,0,0,0
4626,48,21.24,11.66,15.38,1,12,16.67,79.17,70.83,64.58,8.33,8.33,2.08,4.17,0,0,2.08,0,14.58,6.25,2.08,14.58,16.67,8.33,4.17,10.42,22.92,2.08,4.17,8.33,4.17,0,4.17,16.67,2.08,14.58,2.08,0,8.33,2.08,0,4.17,0,4.17,0,4.17,0,0,0,0,0,0,0,8.33,2.08,0,0,2.08,0,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.08,0,0,0,0,0,0,0,2.08,2.08,4.17,0,0,0,0,0,0,0,10.42,10.42,0,0,10.42,0,0,0,2.08,2.08,8.33,2.08,0,0,0,0,0,14.58,8.33,0,0,0,6.25,0
4627,66,36.2,40.06,95.15,86.79,8.25,16.67,84.85,69.7,54.55,12.12,10.61,6.06,0,1.52,3.03,0,1.52,13.64,6.06,3.03,12.12,15.15,7.58,4.55,0,19.7,15.15,3.03,3.03,0,3.03,0,10.61,1.52,9.09,4.55,1.52,1.52,1.52,0,1.52,0,4.55,4.55,0,1.52,1.52,0,0,0,0,0,6.06,0,0,0,0,0,0,6.06,0,0,4.55,0,3.03,0,1.52,1.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.52,0,0,0,0,0,0,4.55,4.55,18.18,0,7.58,6.06,0,0,4.55,6.06,3.03,9.09,4.55,0,0,0,0,0,18.18,12.12,3.03,0,0,3.03,0
4628,51,29.85,1,90.94,20.23,10.2,7.84,86.27,78.43,68.63,13.73,13.73,11.76,0,1.96,0,0,0,15.69,9.8,0,13.73,13.73,1.96,5.88,11.76,21.57,0,0,3.92,0,0,3.92,23.53,5.88,17.65,3.92,5.88,1.96,1.96,0,5.88,0,3.92,1.96,1.96,0,0,0,0,0,0,0,5.88,3.92,0,0,1.96,0,0,1.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.96,0,0,0,0,0,0,0,1.96,0,0,1.96,0,0,0,0,0,0,17.65,9.8,0,0,5.88,0,0,3.92,0,0,13.73,1.96,1.96,0,1.96,0,0,11.76,9.8,0,0,0,1.96,0
4629,50,9.32,94.01,22.74,20.23,10,4,86,78,60,22,20,2,2,4,12,0,2,18,6,2,8,8,6,8,4,26,0,2,2,2,0,0,14,0,14,2,4,2,2,0,6,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,18,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,18,22,0,6,8,8,0,0,4,8,4,0,0,0,0,0,0,12,10,0,0,0,2,0
4630,10,69.05,40.06,63.35,1,10,20,90,70,50,20,20,10,0,0,0,10,0,20,20,0,0,0,0,10,0,20,0,0,10,0,0,10,20,0,20,10,10,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0,20,10,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0
4631,22,12.37,40.06,1,20.23,11,22.73,72.73,54.55,50,18.18,9.09,4.55,0,0,4.55,0,9.09,9.09,0,0,9.09,4.55,0,18.18,0,9.09,4.55,4.55,9.09,0,9.09,0,13.64,0,13.64,0,13.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.55,0,0,0,0,0,0,4.55,0,0,0,4.55,18.18,4.55,0,13.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,0,0,0,0,0,0,0,0,0,0,4.55,0,0,0,0,0,0,13.64,9.09,0,0,0,4.55,0
4632,29,13.62,99,1,20.23,29,13.79,86.21,72.41,62.07,20.69,13.79,0,0,6.9,0,6.9,6.9,13.79,6.9,0,10.34,6.9,3.45,17.24,0,10.34,3.45,0,0,0,0,0,20.69,3.45,17.24,0,6.9,10.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.24,0,0,0,0,0,0,17.24,3.45,0,0,0,0,0,0,0,0,0,0,0,0,0,6.9,3.45,0,3.45,0,0,0,3.45,0,3.45,0,0,0,0,0,0,0,0,10.34,3.45,0,3.45,3.45,0,0,0,3.45,0,6.9,0,3.45,0,3.45,0,0,3.45,3.45,0,0,0,0,0
4633,28,76.24,91.33,8.95,75.77,9.33,21.43,78.57,67.86,53.57,14.29,14.29,3.57,0,0,10.71,0,0,14.29,10.71,3.57,10.71,10.71,0,3.57,0,25,3.57,3.57,3.57,3.57,3.57,0,14.29,0,14.29,3.57,3.57,3.57,0,0,0,0,3.57,3.57,0,3.57,3.57,0,0,0,0,0,17.86,3.57,0,0,0,0,0,14.29,0,0,14.29,0,0,0,0,0,3.57,3.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.86,0,3.57,14.29,0,0,0,0,14.29,0,0,0,0,0,0,0,10.71,10.71,0,0,0,0,0
4634,51,7.78,29.21,12.44,1,5.67,9.8,88.24,78.43,58.82,23.53,13.73,1.96,0,1.96,0,9.8,9.8,21.57,3.92,0,11.76,11.76,1.96,0,13.73,23.53,7.84,0,0,0,0,0,17.65,9.8,7.84,1.96,0,5.88,0,0,0,0,7.84,0,7.84,7.84,0,7.84,0,0,0,0,15.69,3.92,3.92,3.92,0,0,0,11.76,0,0,0,0,0,0,0,0,3.92,0,3.92,0,0,0,5.88,0,0,0,0,0,0,3.92,0,3.92,0,1.96,0,0,0,0,0,0,19.61,13.73,0,0,13.73,0,0,0,0,0,7.84,0,0,0,0,0,0,27.45,15.69,1.96,0,1.96,7.84,0
4635,41,12.54,16.2,14.11,99,13.67,7.32,82.93,73.17,51.22,19.51,9.76,7.32,0,0,2.44,0,9.76,4.88,2.44,0,7.32,12.2,2.44,7.32,0,17.07,17.07,0,0,0,0,0,9.76,0,9.76,2.44,2.44,2.44,2.44,0,2.44,0,21.95,19.51,2.44,4.88,2.44,2.44,2.44,0,0,0,7.32,2.44,0,0,0,0,0,4.88,2.44,0,0,4.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.88,21.95,0,4.88,0,0,0,17.07,0,0,12.2,0,0,0,0,0,0,17.07,2.44,0,0,14.63,0,0
4636,50,15.41,12.41,22.74,4.56,7.14,14,76,68,56,8,4,4,0,0,0,0,4,14,10,2,4,16,8,12,0,26,2,4,2,0,0,2,20,0,20,6,8,6,2,0,2,0,2,0,2,0,0,0,0,0,0,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,2,6,0,0,0,0,0,0,0,0,0,2,6,0,2,4,0,0,0,2,4,4,0,0,0,0,0,0,16,14,2,0,0,0,0
4637,20,89.52,1,89.39,20.23,10,0,95,90,65,20,15,15,0,0,0,0,5,5,5,0,30,10,5,0,0,40,0,0,0,0,0,0,10,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,5,5,10,0,5,10,0,0,0,5,0,5,10,0,0,0,0,0,10,10,0,0,0,0,0
4638,24,5.64,94.84,1,99,6,16.67,66.67,58.33,54.17,16.67,16.67,4.17,0,0,12.5,0,0,4.17,4.17,0,4.17,16.67,4.17,8.33,0,20.83,0,0,0,0,0,0,12.5,0,12.5,0,4.17,8.33,0,8.33,0,0,8.33,8.33,0,4.17,4.17,0,0,0,0,0,16.67,0,0,0,0,0,0,16.67,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.17,0,0,0,0,0,0,0,0,20.83,0,0,0,0,0,0,0,16.67,16.67,0,0,0,0,0
4639,51,1.6,1,83.69,4.72,8.5,21.57,80.39,68.63,54.9,11.76,9.8,7.84,0,0,0,1.96,1.96,11.76,5.88,1.96,5.88,13.73,9.8,15.69,5.88,21.57,5.88,0,1.96,0,0,1.96,17.65,0,17.65,1.96,1.96,5.88,3.92,0,5.88,0,5.88,1.96,3.92,0,0,0,0,0,0,0,7.84,5.88,0,0,1.96,0,1.96,1.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.92,0,0,0,0,0,0,0,1.96,0,0,0,0,0,0,0,0,0,7.84,7.84,0,5.88,1.96,0,0,0,5.88,9.8,5.88,1.96,1.96,0,1.96,0,0,15.69,11.76,0,0,0,3.92,0
4640,54,1,8.59,2.63,77.5,27,12.96,88.89,83.33,57.41,27.78,18.52,11.11,0,0,7.41,0,9.26,7.41,0,0,3.7,9.26,7.41,14.81,0,31.48,5.56,0,0,0,0,0,20.37,0,20.37,1.85,9.26,3.7,0,0,5.56,0,3.7,3.7,0,3.7,3.7,0,0,0,0,0,11.11,1.85,0,0,0,0,1.85,9.26,0,0,0,9.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7,12.96,12.96,0,0,12.96,0,0,0,5.56,16.67,0,0,0,0,0,0,3.7,3.7,0,0,0,0,0
4641,8,26.1,1,99,20.23,8,0,75,62.5,50,12.5,12.5,12.5,0,0,0,0,0,0,0,0,12.5,12.5,0,0,12.5,25,0,0,0,0,0,0,37.5,0,37.5,12.5,0,12.5,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,12.5,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,12.5,12.5,0,0,0,0,0
4642,42,10.19,1,24.32,1,21,19.05,80.95,76.19,69.05,7.14,2.38,0,0,0,0,2.38,4.76,11.9,7.14,0,11.9,19.05,4.76,11.9,9.52,26.19,0,0,2.38,0,0,2.38,21.43,2.38,19.05,0,4.76,7.14,2.38,0,7.14,0,4.76,0,4.76,0,0,0,0,0,0,0,2.38,0,0,0,0,0,0,2.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.76,0,0,0,0,0,0,0,2.38,0,0,0,0,0,0,0,2.38,0,7.14,14.29,0,0,14.29,0,0,0,0,0,7.14,2.38,0,0,0,0,0,7.14,4.76,0,0,0,2.38,0
4643,36,4.55,72.07,1.17,93.93,36,16.67,86.11,77.78,61.11,22.22,16.67,5.56,5.56,0,5.56,0,5.56,8.33,5.56,0,8.33,13.89,8.33,5.56,2.78,27.78,2.78,0,19.44,11.11,13.89,0,25,0,25,5.56,5.56,11.11,0,0,2.78,0,5.56,5.56,0,5.56,5.56,0,0,0,0,0,16.67,5.56,0,0,0,0,0,11.11,0,0,5.56,0,0,0,0,0,5.56,5.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.78,0,0,0,0,0,0,2.78,5.56,0,2.78,2.78,0,0,0,2.78,2.78,2.78,0,0,0,0,0,0,2.78,2.78,0,0,0,0,0
4644,18,19.76,40.06,77.17,1,18,11.11,88.89,72.22,61.11,22.22,16.67,5.56,11.11,0,0,0,5.56,0,0,0,16.67,11.11,0,5.56,5.56,22.22,0,0,16.67,11.11,0,5.56,22.22,0,22.22,5.56,0,5.56,5.56,0,11.11,0,5.56,0,5.56,0,0,0,0,0,0,0,16.67,5.56,0,0,5.56,0,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,0,0,0,0,0,0,5.56,5.56,5.56,0,0,0,0,0,0,0,0,22.22,0,0,0,0,0,0,0,5.56,0,0,5.56,0,0,0,0,0,5.56,5.56,0,0,0,0,0
4645,29,5.28,40.06,1,74.09,14.5,10.34,82.76,68.97,62.07,20.69,17.24,3.45,0,0,13.79,0,3.45,6.9,3.45,3.45,10.34,10.34,6.9,6.9,6.9,13.79,3.45,6.9,10.34,3.45,10.34,0,20.69,0,20.69,3.45,3.45,6.9,0,0,6.9,0,3.45,3.45,0,3.45,3.45,0,0,0,0,0,24.14,6.9,0,0,0,0,0,17.24,0,0,17.24,0,0,0,0,0,3.45,3.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.45,6.9,6.9,0,3.45,3.45,0,0,0,3.45,3.45,3.45,0,0,0,0,0,0,3.45,3.45,0,0,0,0,0
